"","Interaction","Source_Name","Target_Name","Source_Rank","Target_Rank","fg"
"1872","Aeshnidae Sparganophilidae","Aeshnidae","Sparganophilidae","Family","Family","Predator"
"1873","Aeshnidae Lumbriculidae","Aeshnidae","Lumbriculidae","Family","Family","Predator"
"1874","Aeshnidae Erpobdellidae","Aeshnidae","Erpobdellidae","Family","Family","Predator"
"1875","Anthomyiidae Lumbricidae","Anthomyiidae","Lumbricidae","Family","Family","Omnivore"
"1876","Anthomyiidae Enchytraeidae","Anthomyiidae","Enchytraeidae","Family","Family","Omnivore"
"1877","Anthomyiidae Megascolecidae","Anthomyiidae","Megascolecidae","Family","Family","Omnivore"
"1878","Anthomyiidae Naididae","Anthomyiidae","Naididae","Family","Family","Omnivore"
"1879","Anthomyiidae Sparganophilidae","Anthomyiidae","Sparganophilidae","Family","Family","Omnivore"
"1880","Anthomyiidae Lumbriculidae","Anthomyiidae","Lumbriculidae","Family","Family","Omnivore"
"1881","Anthomyiidae Erpobdellidae","Anthomyiidae","Erpobdellidae","Family","Family","Omnivore"
"1882","Calliphoridae Lumbricidae","Calliphoridae","Lumbricidae","Family","Family","Omnivore"
"1883","Calliphoridae Enchytraeidae","Calliphoridae","Enchytraeidae","Family","Family","Omnivore"
"1884","Calliphoridae Megascolecidae","Calliphoridae","Megascolecidae","Family","Family","Omnivore"
"1885","Calliphoridae Naididae","Calliphoridae","Naididae","Family","Family","Omnivore"
"1886","Calliphoridae Sparganophilidae","Calliphoridae","Sparganophilidae","Family","Family","Omnivore"
"1887","Calliphoridae Lumbriculidae","Calliphoridae","Lumbriculidae","Family","Family","Omnivore"
"1888","Calliphoridae Erpobdellidae","Calliphoridae","Erpobdellidae","Family","Family","Omnivore"
"1889","Cantharidae Lumbricidae","Cantharidae","Lumbricidae","Family","Family","Omnivore"
"1890","Cantharidae Enchytraeidae","Cantharidae","Enchytraeidae","Family","Family","Omnivore"
"1891","Cantharidae Megascolecidae","Cantharidae","Megascolecidae","Family","Family","Omnivore"
"1892","Cantharidae Naididae","Cantharidae","Naididae","Family","Family","Omnivore"
"1893","Cantharidae Sparganophilidae","Cantharidae","Sparganophilidae","Family","Family","Omnivore"
"1894","Cantharidae Lumbriculidae","Cantharidae","Lumbriculidae","Family","Family","Omnivore"
"1895","Cantharidae Erpobdellidae","Cantharidae","Erpobdellidae","Family","Family","Omnivore"
"1896","Carabidae Lumbricidae","Carabidae","Lumbricidae","Family","Family","Omnivore"
"1897","Carabidae Enchytraeidae","Carabidae","Enchytraeidae","Family","Family","Omnivore"
"1898","Carabidae Megascolecidae","Carabidae","Megascolecidae","Family","Family","Omnivore"
"1899","Carabidae Naididae","Carabidae","Naididae","Family","Family","Omnivore"
"1900","Carabidae Sparganophilidae","Carabidae","Sparganophilidae","Family","Family","Omnivore"
"1901","Carabidae Lumbriculidae","Carabidae","Lumbriculidae","Family","Family","Omnivore"
"1902","Carabidae Erpobdellidae","Carabidae","Erpobdellidae","Family","Family","Omnivore"
"1903","Ceratopogonidae Lumbricidae","Ceratopogonidae","Lumbricidae","Family","Family","Omnivore"
"1904","Ceratopogonidae Enchytraeidae","Ceratopogonidae","Enchytraeidae","Family","Family","Omnivore"
"1905","Ceratopogonidae Megascolecidae","Ceratopogonidae","Megascolecidae","Family","Family","Omnivore"
"1906","Ceratopogonidae Naididae","Ceratopogonidae","Naididae","Family","Family","Omnivore"
"1907","Ceratopogonidae Sparganophilidae","Ceratopogonidae","Sparganophilidae","Family","Family","Omnivore"
"1908","Ceratopogonidae Lumbriculidae","Ceratopogonidae","Lumbriculidae","Family","Family","Omnivore"
"1909","Ceratopogonidae Erpobdellidae","Ceratopogonidae","Erpobdellidae","Family","Family","Omnivore"
"1910","Chaoboridae Lumbricidae","Chaoboridae","Lumbricidae","Family","Family","Omnivore"
"1911","Chaoboridae Enchytraeidae","Chaoboridae","Enchytraeidae","Family","Family","Omnivore"
"1912","Chaoboridae Megascolecidae","Chaoboridae","Megascolecidae","Family","Family","Omnivore"
"1913","Chaoboridae Naididae","Chaoboridae","Naididae","Family","Family","Omnivore"
"1914","Chaoboridae Sparganophilidae","Chaoboridae","Sparganophilidae","Family","Family","Omnivore"
"1915","Chaoboridae Lumbriculidae","Chaoboridae","Lumbriculidae","Family","Family","Omnivore"
"1916","Chaoboridae Erpobdellidae","Chaoboridae","Erpobdellidae","Family","Family","Omnivore"
"1917","Coenagrionidae Lumbricidae","Coenagrionidae","Lumbricidae","Family","Family","Omnivore"
"1918","Coenagrionidae Enchytraeidae","Coenagrionidae","Enchytraeidae","Family","Family","Omnivore"
"1919","Coenagrionidae Megascolecidae","Coenagrionidae","Megascolecidae","Family","Family","Omnivore"
"1920","Coenagrionidae Naididae","Coenagrionidae","Naididae","Family","Family","Omnivore"
"1921","Coenagrionidae Sparganophilidae","Coenagrionidae","Sparganophilidae","Family","Family","Omnivore"
"1922","Coenagrionidae Lumbriculidae","Coenagrionidae","Lumbriculidae","Family","Family","Omnivore"
"1923","Coenagrionidae Erpobdellidae","Coenagrionidae","Erpobdellidae","Family","Family","Omnivore"
"1924","Corduliidae Lumbricidae","Corduliidae","Lumbricidae","Family","Family","Omnivore"
"1925","Corduliidae Enchytraeidae","Corduliidae","Enchytraeidae","Family","Family","Omnivore"
"1926","Corduliidae Megascolecidae","Corduliidae","Megascolecidae","Family","Family","Omnivore"
"1927","Corduliidae Naididae","Corduliidae","Naididae","Family","Family","Omnivore"
"1928","Corduliidae Sparganophilidae","Corduliidae","Sparganophilidae","Family","Family","Omnivore"
"1929","Corduliidae Lumbriculidae","Corduliidae","Lumbriculidae","Family","Family","Omnivore"
"1930","Corduliidae Erpobdellidae","Corduliidae","Erpobdellidae","Family","Family","Omnivore"
"1931","Dolichopodidae Lumbricidae","Dolichopodidae","Lumbricidae","Family","Family","Omnivore"
"1932","Dolichopodidae Enchytraeidae","Dolichopodidae","Enchytraeidae","Family","Family","Omnivore"
"1933","Dolichopodidae Megascolecidae","Dolichopodidae","Megascolecidae","Family","Family","Omnivore"
"1934","Dolichopodidae Naididae","Dolichopodidae","Naididae","Family","Family","Omnivore"
"1935","Dolichopodidae Sparganophilidae","Dolichopodidae","Sparganophilidae","Family","Family","Omnivore"
"1936","Dolichopodidae Lumbriculidae","Dolichopodidae","Lumbriculidae","Family","Family","Omnivore"
"1937","Dolichopodidae Erpobdellidae","Dolichopodidae","Erpobdellidae","Family","Family","Omnivore"
"1938","Dytiscidae Lumbricidae","Dytiscidae","Lumbricidae","Family","Family","Omnivore"
"1939","Dytiscidae Enchytraeidae","Dytiscidae","Enchytraeidae","Family","Family","Omnivore"
"1940","Dytiscidae Megascolecidae","Dytiscidae","Megascolecidae","Family","Family","Omnivore"
"1941","Dytiscidae Naididae","Dytiscidae","Naididae","Family","Family","Omnivore"
"1942","Dytiscidae Sparganophilidae","Dytiscidae","Sparganophilidae","Family","Family","Omnivore"
"1943","Dytiscidae Lumbriculidae","Dytiscidae","Lumbriculidae","Family","Family","Omnivore"
"1944","Dytiscidae Erpobdellidae","Dytiscidae","Erpobdellidae","Family","Family","Omnivore"
"1945","Empididae Lumbricidae","Empididae","Lumbricidae","Family","Family","Omnivore"
"1946","Empididae Enchytraeidae","Empididae","Enchytraeidae","Family","Family","Omnivore"
"1947","Empididae Megascolecidae","Empididae","Megascolecidae","Family","Family","Omnivore"
"1948","Empididae Naididae","Empididae","Naididae","Family","Family","Omnivore"
"1949","Empididae Sparganophilidae","Empididae","Sparganophilidae","Family","Family","Omnivore"
"1950","Empididae Lumbriculidae","Empididae","Lumbriculidae","Family","Family","Omnivore"
"1951","Empididae Erpobdellidae","Empididae","Erpobdellidae","Family","Family","Omnivore"
"1952","Geophilidae Lumbricidae","Geophilidae","Lumbricidae","Family","Family","Omnivore"
"1953","Geophilidae Enchytraeidae","Geophilidae","Enchytraeidae","Family","Family","Omnivore"
"1954","Geophilidae Megascolecidae","Geophilidae","Megascolecidae","Family","Family","Omnivore"
"1955","Geophilidae Naididae","Geophilidae","Naididae","Family","Family","Omnivore"
"1956","Geophilidae Sparganophilidae","Geophilidae","Sparganophilidae","Family","Family","Omnivore"
"1957","Geophilidae Lumbriculidae","Geophilidae","Lumbriculidae","Family","Family","Omnivore"
"1958","Geophilidae Erpobdellidae","Geophilidae","Erpobdellidae","Family","Family","Omnivore"
"1959","Gerridae Lumbricidae","Gerridae","Lumbricidae","Family","Family","Omnivore"
"1960","Gerridae Enchytraeidae","Gerridae","Enchytraeidae","Family","Family","Omnivore"
"1961","Gerridae Megascolecidae","Gerridae","Megascolecidae","Family","Family","Omnivore"
"1962","Gerridae Naididae","Gerridae","Naididae","Family","Family","Omnivore"
"1963","Gerridae Sparganophilidae","Gerridae","Sparganophilidae","Family","Family","Omnivore"
"1964","Gerridae Lumbriculidae","Gerridae","Lumbriculidae","Family","Family","Omnivore"
"1965","Gerridae Erpobdellidae","Gerridae","Erpobdellidae","Family","Family","Omnivore"
"1966","Lithobiidae Lumbricidae","Lithobiidae","Lumbricidae","Family","Family","Omnivore"
"1967","Lithobiidae Enchytraeidae","Lithobiidae","Enchytraeidae","Family","Family","Omnivore"
"1968","Lithobiidae Megascolecidae","Lithobiidae","Megascolecidae","Family","Family","Omnivore"
"1969","Lithobiidae Naididae","Lithobiidae","Naididae","Family","Family","Omnivore"
"1970","Lithobiidae Sparganophilidae","Lithobiidae","Sparganophilidae","Family","Family","Omnivore"
"1971","Lithobiidae Lumbriculidae","Lithobiidae","Lumbriculidae","Family","Family","Omnivore"
"1972","Lithobiidae Erpobdellidae","Lithobiidae","Erpobdellidae","Family","Family","Omnivore"
"1973","Lycosidae Lumbricidae","Lycosidae","Lumbricidae","Family","Family","Predator"
"1974","Lycosidae Enchytraeidae","Lycosidae","Enchytraeidae","Family","Family","Predator"
"1975","Lycosidae Megascolecidae","Lycosidae","Megascolecidae","Family","Family","Predator"
"1976","Lycosidae Naididae","Lycosidae","Naididae","Family","Family","Predator"
"1977","Lycosidae Sparganophilidae","Lycosidae","Sparganophilidae","Family","Family","Predator"
"1978","Lycosidae Lumbriculidae","Lycosidae","Lumbriculidae","Family","Family","Predator"
"1979","Lycosidae Erpobdellidae","Lycosidae","Erpobdellidae","Family","Family","Predator"
"1980","Notonectidae Lumbricidae","Notonectidae","Lumbricidae","Family","Family","Omnivore"
"1981","Notonectidae Enchytraeidae","Notonectidae","Enchytraeidae","Family","Family","Omnivore"
"1982","Notonectidae Megascolecidae","Notonectidae","Megascolecidae","Family","Family","Omnivore"
"1983","Notonectidae Naididae","Notonectidae","Naididae","Family","Family","Omnivore"
"1984","Notonectidae Sparganophilidae","Notonectidae","Sparganophilidae","Family","Family","Omnivore"
"1985","Notonectidae Lumbriculidae","Notonectidae","Lumbriculidae","Family","Family","Omnivore"
"1986","Notonectidae Erpobdellidae","Notonectidae","Erpobdellidae","Family","Family","Omnivore"
"1987","Perlodidae Lumbricidae","Perlodidae","Lumbricidae","Family","Family","Omnivore"
"1988","Perlodidae Enchytraeidae","Perlodidae","Enchytraeidae","Family","Family","Omnivore"
"1989","Perlodidae Megascolecidae","Perlodidae","Megascolecidae","Family","Family","Omnivore"
"1990","Perlodidae Naididae","Perlodidae","Naididae","Family","Family","Omnivore"
"1991","Perlodidae Sparganophilidae","Perlodidae","Sparganophilidae","Family","Family","Omnivore"
"1992","Perlodidae Lumbriculidae","Perlodidae","Lumbriculidae","Family","Family","Omnivore"
"1993","Perlodidae Erpobdellidae","Perlodidae","Erpobdellidae","Family","Family","Omnivore"
"1994","Phalangiidae Lumbricidae","Phalangiidae","Lumbricidae","Family","Family","Predator"
"1995","Phalangiidae Enchytraeidae","Phalangiidae","Enchytraeidae","Family","Family","Predator"
"1996","Phalangiidae Megascolecidae","Phalangiidae","Megascolecidae","Family","Family","Predator"
"1997","Phalangiidae Naididae","Phalangiidae","Naididae","Family","Family","Predator"
"1998","Phalangiidae Sparganophilidae","Phalangiidae","Sparganophilidae","Family","Family","Predator"
"1999","Phalangiidae Lumbriculidae","Phalangiidae","Lumbriculidae","Family","Family","Predator"
"2000","Phalangiidae Erpobdellidae","Phalangiidae","Erpobdellidae","Family","Family","Predator"
"2001","Polleniidae Lumbricidae","Polleniidae","Lumbricidae","Family","Family","Predator"
"2002","Polleniidae Enchytraeidae","Polleniidae","Enchytraeidae","Family","Family","Predator"
"2003","Polleniidae Megascolecidae","Polleniidae","Megascolecidae","Family","Family","Predator"
"2004","Polleniidae Naididae","Polleniidae","Naididae","Family","Family","Predator"
"2005","Polleniidae Sparganophilidae","Polleniidae","Sparganophilidae","Family","Family","Predator"
"2006","Polleniidae Lumbriculidae","Polleniidae","Lumbriculidae","Family","Family","Predator"
"2007","Polleniidae Erpobdellidae","Polleniidae","Erpobdellidae","Family","Family","Predator"
"2008","Rhagionidae Lumbricidae","Rhagionidae","Lumbricidae","Family","Family","Omnivore"
"2009","Rhagionidae Enchytraeidae","Rhagionidae","Enchytraeidae","Family","Family","Omnivore"
"2010","Rhagionidae Megascolecidae","Rhagionidae","Megascolecidae","Family","Family","Omnivore"
"2011","Rhagionidae Naididae","Rhagionidae","Naididae","Family","Family","Omnivore"
"2012","Rhagionidae Sparganophilidae","Rhagionidae","Sparganophilidae","Family","Family","Omnivore"
"2013","Rhagionidae Lumbriculidae","Rhagionidae","Lumbriculidae","Family","Family","Omnivore"
"2014","Rhagionidae Erpobdellidae","Rhagionidae","Erpobdellidae","Family","Family","Omnivore"
"2015","Sciomyzidae Lumbricidae","Sciomyzidae","Lumbricidae","Family","Family","Omnivore"
"2016","Sciomyzidae Enchytraeidae","Sciomyzidae","Enchytraeidae","Family","Family","Omnivore"
"2017","Sciomyzidae Megascolecidae","Sciomyzidae","Megascolecidae","Family","Family","Omnivore"
"2018","Sciomyzidae Naididae","Sciomyzidae","Naididae","Family","Family","Omnivore"
"2019","Sciomyzidae Sparganophilidae","Sciomyzidae","Sparganophilidae","Family","Family","Omnivore"
"2020","Sciomyzidae Lumbriculidae","Sciomyzidae","Lumbriculidae","Family","Family","Omnivore"
"2021","Sciomyzidae Erpobdellidae","Sciomyzidae","Erpobdellidae","Family","Family","Omnivore"
"2022","Sialidae Lumbricidae","Sialidae","Lumbricidae","Family","Family","Omnivore"
"2023","Sialidae Enchytraeidae","Sialidae","Enchytraeidae","Family","Family","Omnivore"
"2024","Sialidae Megascolecidae","Sialidae","Megascolecidae","Family","Family","Omnivore"
"2025","Sialidae Naididae","Sialidae","Naididae","Family","Family","Omnivore"
"2026","Sialidae Sparganophilidae","Sialidae","Sparganophilidae","Family","Family","Omnivore"
"2027","Sialidae Lumbriculidae","Sialidae","Lumbriculidae","Family","Family","Omnivore"
"2028","Sialidae Erpobdellidae","Sialidae","Erpobdellidae","Family","Family","Omnivore"
"2029","Tabanidae Lumbricidae","Tabanidae","Lumbricidae","Family","Family","Omnivore"
"2030","Tabanidae Enchytraeidae","Tabanidae","Enchytraeidae","Family","Family","Omnivore"
"2031","Tabanidae Megascolecidae","Tabanidae","Megascolecidae","Family","Family","Omnivore"
"2032","Tabanidae Naididae","Tabanidae","Naididae","Family","Family","Omnivore"
"2033","Tabanidae Sparganophilidae","Tabanidae","Sparganophilidae","Family","Family","Omnivore"
"2034","Tabanidae Lumbriculidae","Tabanidae","Lumbriculidae","Family","Family","Omnivore"
"2035","Tabanidae Erpobdellidae","Tabanidae","Erpobdellidae","Family","Family","Omnivore"
"2036","Geophilidae Philosciidae","Geophilidae","Philosciidae","Family","Family","Omnivore"
"2037","Geophilidae Trachelipodidae","Geophilidae","Trachelipodidae","Family","Family","Omnivore"
"2038","Geophilidae Trichoniscidae","Geophilidae","Trichoniscidae","Family","Family","Omnivore"
"2039","Lycosidae Philosciidae","Lycosidae","Philosciidae","Family","Family","Predator"
"2040","Lycosidae Trachelipodidae","Lycosidae","Trachelipodidae","Family","Family","Predator"
"2041","Lycosidae Trichoniscidae","Lycosidae","Trichoniscidae","Family","Family","Predator"
